student_id,department,cgpa,backlogs,internships,projects_completed,certifications,communication_score,aptitude_score,technical_score,attendance_percent,skills,placed,company,role_offered,package_lpa
S1366,Mechanical,6.05,0,0,1,0,5.3,64.3,68.5,80.3,SQL;DBMS;Communication;Machine Learning;C++,0,,,
S1367,Mechanical,7.59,1,1,2,0,9.1,48.5,33.4,76.1,Power BI;DSA;Communication;DBMS;Machine Learning;Excel;Problem Solving,1,Infosys,Business Analyst,7.91
S1368,Civil,7.86,1,0,1,1,8.9,69.5,63.2,67.2,SQL;C++;Power BI;Networking;Python;OS;DSA,0,,,
S1369,Mechanical,6.5,0,1,2,4,8.4,61.7,81.5,77.6,AWS;Excel;Java;DBMS;C++,1,Google,System Engineer,9.02
S1370,Electrical,7.94,1,2,2,0,9.1,50.9,89.1,79.4,DSA;Machine Learning;C++;SQL;DBMS,1,Microsoft,Data Analyst,8.55
S1371,Mechanical,7.74,0,1,1,0,6.6,90.0,44.1,61.3,OS;React;DBMS;Networking;Excel;Power BI;C++,0,,,
S1372,Computer Science,8.97,0,1,1,0,7.1,79.4,68.3,72.6,Excel;Power BI;Networking;React;C++,1,Infosys,Data Analyst,8.94
S1373,Information Technology,8.67,0,3,2,1,7.7,59.8,46.1,85.0,C++;Communication;SQL;Problem Solving;React;Python;DBMS;AWS,1,Microsoft,Data Analyst,10.61
S1374,Computer Science,8.35,0,2,0,2,6.7,46.9,55.5,84.5,Machine Learning;DSA;Networking,1,TechMahindra,Business Analyst,9.93
S1375,Mechanical,6.78,0,0,2,2,5.9,65.7,73.8,77.1,DBMS;OS;Power BI;C++;React,1,TechMahindra,System Engineer,7.4
S1376,Electronics,9.54,0,0,2,5,8.6,73.5,41.1,92.9,OS;Java;Machine Learning,1,Microsoft,Data Analyst,10.74
S1377,Computer Science,5.45,0,0,3,0,7.3,63.1,45.1,75.9,SQL;Communication;Machine Learning;AWS;OS;DSA;Networking;C++,0,,,
S1378,Electronics,9.04,0,0,4,2,3.9,60.2,89.6,84.9,Java;OS;Excel;Power BI;AWS;Communication,1,Infosys,QA Engineer,11.56
S1379,Computer Science,7.64,0,1,2,0,5.8,55.9,88.4,82.2,Java;Python;Communication;C++;Problem Solving;SQL;DSA;React,1,Deloitte,System Engineer,7.75
S1380,Electronics,7.48,0,0,3,0,6.7,56.3,51.3,87.6,DBMS;OS;DSA;Problem Solving;C++;SQL;React,1,IBM,Cloud Engineer,7.12
S1381,Mechanical,6.8,0,1,1,1,5.7,61.1,88.8,88.4,Excel;React;DSA,1,Google,Cloud Engineer,7.11
S1382,Mechanical,9.23,0,2,1,1,6.8,54.7,63.7,88.1,Excel;DSA;AWS,1,Cognizant,Data Analyst,9.37
S1383,Civil,6.19,1,1,2,0,8.7,40.5,64.2,77.7,Power BI;AWS;Networking,1,Wipro,Data Scientist,5.94
S1384,Electronics,7.49,0,2,2,4,5.4,55.5,63.4,84.4,OS;Java;Machine Learning;C++,1,Google,Data Scientist,8.76
S1385,Civil,6.78,0,1,1,1,6.3,34.9,53.0,79.6,React;DBMS;Problem Solving;Java;Communication;C++,1,Google,System Engineer,6.57
S1386,Electrical,8.62,0,0,0,3,8.0,66.2,80.5,78.9,Power BI;Machine Learning;React;Problem Solving;Java;SQL;Communication;C++,1,Accenture,QA Engineer,8.72
S1387,Computer Science,7.68,0,3,1,1,7.6,56.2,57.6,82.6,Communication;Excel;SQL;Networking,1,Microsoft,Cloud Engineer,8.33
S1388,Civil,6.32,3,1,3,2,8.3,62.2,47.8,73.2,React;DBMS;AWS;SQL,0,,,
S1389,Mechanical,8.7,0,2,1,0,4.7,61.4,26.0,78.4,Networking;Excel;C++;SQL;Problem Solving;AWS;OS;Machine Learning,1,Wipro,System Engineer,7.73
S1390,Electronics,7.41,1,0,2,1,5.9,54.0,89.8,80.1,React;Python;Communication;AWS;OS;SQL,1,Accenture,Cloud Engineer,7.82
S1391,Civil,7.05,0,3,2,3,6.9,70.7,65.6,69.8,C++;OS;DBMS;Problem Solving;AWS;Power BI;Excel,1,Google,System Engineer,7.73
S1392,Computer Science,6.61,0,1,4,0,6.8,68.3,82.7,67.1,Python;Power BI;AWS;DSA;Machine Learning;Problem Solving;C++,1,Accenture,QA Engineer,7.97
S1393,Information Technology,6.91,0,0,1,2,7.9,57.7,42.6,80.6,React;Excel;Power BI;OS;Networking;C++,0,,,
S1394,Computer Science,7.74,0,0,4,3,7.2,57.4,44.8,77.3,Java;Machine Learning;Power BI;Networking;Communication;Excel;Python,1,TechMahindra,Support Engineer,8.25
S1395,Civil,6.3,0,1,0,1,7.4,69.0,83.1,62.6,DBMS;Java;Excel;C++,1,Accenture,QA Engineer,7.22
S1396,Computer Science,7.07,1,0,2,3,7.1,48.6,42.3,74.2,Machine Learning;Communication;Java;OS;Power BI;DSA,0,,,
S1397,Information Technology,6.59,0,1,2,0,7.0,56.3,55.4,80.7,React;Excel;Communication;AWS;Problem Solving;DBMS;SQL;Networking,1,Accenture,Business Analyst,7.0
S1398,Computer Science,7.34,0,0,2,3,7.6,94.8,100.0,72.6,Communication;Networking;Machine Learning;React;AWS;SQL;Problem Solving,0,,,
S1399,Electrical,7.0,1,1,2,0,9.4,71.3,65.0,82.1,Machine Learning;React;Problem Solving;Networking;C++,1,Infosys,System Engineer,8.07
S1400,Mechanical,6.75,0,1,1,2,7.3,85.5,79.3,77.6,Machine Learning;AWS;C++,1,Wipro,System Engineer,7.58
S1401,Information Technology,5.91,0,0,2,1,6.9,72.1,79.0,83.6,Excel;Communication;DSA;C++,1,Microsoft,Support Engineer,5.75
S1402,Information Technology,8.58,0,1,2,1,5.7,46.3,26.0,77.2,C++;Machine Learning;Problem Solving;DBMS;Excel;OS;Java,1,IBM,Data Analyst,7.52
S1403,Mechanical,8.14,0,0,0,1,6.7,35.1,41.9,77.3,Excel;Machine Learning;Problem Solving;Communication;OS;C++;Power BI,0,,,
S1404,Civil,7.24,0,1,4,0,7.3,82.4,77.5,75.8,AWS;Power BI;Excel,1,Infosys,Support Engineer,8.49
S1405,Electrical,7.43,0,0,3,0,5.9,62.9,81.7,78.5,Excel;Communication;Java;Networking;DBMS;DSA;C++;React,0,,,
S1406,Mechanical,6.99,0,0,1,2,5.4,53.1,52.4,71.1,Communication;AWS;Machine Learning;Problem Solving;Networking,0,,,
S1407,Civil,6.77,0,3,4,1,5.1,62.0,51.6,82.4,React;AWS;OS;Communication,1,IBM,Software Engineer,7.83
S1408,Computer Science,7.39,0,1,1,0,6.9,39.2,43.5,90.4,C++;Power BI;OS,1,TCS,Data Analyst,7.38
S1409,Information Technology,6.76,0,2,3,1,8.1,81.3,88.9,85.4,OS;Python;DBMS;DSA;SQL;Machine Learning,1,Wipro,QA Engineer,9.65
S1410,Computer Science,5.44,0,2,2,2,6.4,64.3,31.5,74.5,Communication;Machine Learning;Java;Problem Solving;C++;SQL;Python;DBMS,1,IBM,QA Engineer,5.99
S1411,Electrical,6.26,0,0,4,2,5.6,74.7,70.5,78.7,Power BI;DSA;DBMS;C++;Java;Excel;Python;AWS,1,Google,Data Analyst,7.41
S1412,Information Technology,7.55,0,1,2,0,8.5,54.9,64.0,68.1,DSA;Networking;C++;OS;Python;Power BI;Communication,1,Infosys,Cloud Engineer,7.45
S1413,Electrical,7.66,0,0,1,0,5.7,66.2,79.0,74.2,OS;Java;DSA;DBMS,1,Infosys,Data Analyst,7.23
S1414,Computer Science,7.44,0,0,1,0,7.0,55.9,52.7,76.5,Communication;Machine Learning;SQL;DBMS;Power BI,0,,,
S1415,Electrical,6.01,0,2,3,0,5.5,79.2,34.9,91.8,SQL;Java;Networking;React;Python;Excel;Problem Solving;OS,0,,,
S1416,Electronics,6.49,1,0,3,4,5.5,72.3,79.3,75.0,DSA;C++;Excel;SQL;DBMS;React;OS;Problem Solving,1,Infosys,Data Analyst,8.04
S1417,Information Technology,6.81,0,2,3,1,6.7,49.1,15.0,83.6,React;Excel;DBMS,1,Amazon,Cloud Engineer,7.64
S1418,Electronics,6.63,2,1,2,1,6.9,83.8,77.0,74.8,DSA;Machine Learning;C++;Java,1,Accenture,QA Engineer,6.78
S1419,Electrical,7.01,0,2,4,1,7.0,68.4,49.9,77.6,AWS;Problem Solving;C++,1,Cognizant,Business Analyst,8.87
S1420,Civil,7.58,0,0,4,2,4.6,61.8,81.2,86.8,Networking;DSA;Excel;DBMS;Machine Learning;Python;AWS,1,Google,Cloud Engineer,7.43
S1421,Computer Science,7.73,0,0,1,0,8.9,82.2,65.3,92.1,OS;C++;React;Java,1,Deloitte,Software Engineer,7.24
S1422,Electronics,8.29,0,0,3,2,4.4,49.1,71.3,75.0,SQL;DBMS;React;AWS;Communication,1,Deloitte,System Engineer,8.58
S1423,Mechanical,8.07,2,1,1,0,7.4,69.8,83.1,92.4,Python;React;Java,0,,,
S1424,Computer Science,7.79,1,0,3,1,4.8,80.8,38.5,84.3,DSA;Python;AWS;DBMS;Networking,0,,,
S1425,Electronics,6.82,0,3,1,0,5.9,65.1,89.2,72.1,Excel;Networking;Power BI;DBMS;Problem Solving;C++;Java;SQL,1,Cognizant,Data Analyst,8.93
S1426,Electronics,8.07,0,0,2,2,9.1,50.6,35.7,69.3,Networking;DSA;Power BI,0,,,
S1427,Information Technology,7.67,0,2,1,2,6.7,72.3,62.7,85.0,Communication;DBMS;React;C++;Excel;Java;Machine Learning,1,TechMahindra,Cloud Engineer,8.3
S1428,Electrical,6.46,0,0,1,2,7.3,51.5,51.2,90.6,Python;DSA;Java;DBMS,0,,,
S1429,Computer Science,9.08,0,1,1,0,7.4,79.6,58.0,91.7,React;Problem Solving;Python;Machine Learning;C++;SQL,0,,,
S1430,Computer Science,7.53,0,1,3,3,6.5,67.1,62.3,82.7,Excel;SQL;Problem Solving,1,TCS,System Engineer,8.15
S1431,Mechanical,9.05,0,0,3,2,7.3,73.8,58.2,81.5,Networking;Problem Solving;Power BI;Excel;Machine Learning,1,Wipro,Data Scientist,9.35
S1432,Information Technology,7.95,0,0,3,0,8.8,43.6,65.0,79.6,Power BI;AWS;Machine Learning;Excel;Java;Python;Communication;DBMS,1,Cognizant,Data Analyst,7.21
S1433,Electronics,8.85,0,0,0,1,5.8,52.3,64.0,82.6,React;C++;Java;OS;Excel;Networking;Communication;Python,0,,,
S1434,Mechanical,8.61,0,3,4,0,6.8,56.1,54.6,88.5,SQL;Communication;Problem Solving;Machine Learning;Java;React;C++,1,Accenture,Software Engineer,9.99
S1435,Computer Science,7.07,3,1,2,0,5.9,59.9,56.9,87.8,DSA;Python;OS,0,,,
S1436,Electronics,7.42,1,1,3,1,8.7,44.3,56.5,77.1,Problem Solving;SQL;AWS;Python;Networking;DBMS,1,Accenture,Data Scientist,8.05
S1437,Information Technology,7.44,1,1,3,2,9.1,84.7,40.3,80.0,Problem Solving;Excel;Communication;Machine Learning;Java;React,1,Amazon,Data Analyst,7.56
S1438,Civil,6.7,0,0,2,0,6.4,80.5,49.9,85.3,Problem Solving;Python;SQL;DSA;Networking;AWS;DBMS;Java,1,Google,QA Engineer,6.16
S1439,Electronics,7.02,0,1,0,2,5.6,76.6,66.4,92.1,Java;Networking;OS;Python;Communication,1,Accenture,QA Engineer,7.63
S1440,Civil,6.12,1,1,1,2,4.8,64.1,33.6,92.5,Excel;React;DSA;OS;Communication,1,Capgemini,Support Engineer,4.87
S1441,Information Technology,5.0,0,3,3,2,4.9,64.5,30.9,80.2,Problem Solving;Networking;Power BI;DSA;SQL;Python;DBMS;React,0,,,
S1442,Information Technology,7.63,0,1,2,0,6.6,53.0,55.5,74.7,Communication;C++;Excel;Python;Problem Solving;Power BI;DBMS,0,,,
S1443,Electrical,9.2,0,0,2,2,5.6,65.5,71.7,68.9,Machine Learning;Java;DSA;Networking;Power BI;DBMS;OS;Python,1,Wipro,QA Engineer,8.56
S1444,Computer Science,7.96,0,2,3,2,5.2,53.2,76.2,91.0,Problem Solving;DSA;Networking,1,Microsoft,Data Scientist,9.31
S1445,Mechanical,6.44,0,0,0,2,8.1,72.9,56.6,80.4,Java;React;Problem Solving;Networking;SQL;DBMS;Power BI;Python,0,,,
S1446,Mechanical,6.86,0,0,2,2,7.0,63.2,70.6,81.3,SQL;DSA;Machine Learning;Power BI;Communication;DBMS;C++;Networking,0,,,
S1447,Mechanical,8.7,1,0,4,2,7.4,70.4,61.5,81.7,DSA;Java;Problem Solving;SQL;React,1,Infosys,System Engineer,9.34
S1448,Computer Science,6.24,0,1,0,1,7.8,66.7,78.1,86.1,OS;Problem Solving;Communication;DBMS,1,Infosys,Data Scientist,5.31
S1449,Information Technology,9.2,0,0,3,2,7.4,50.6,62.4,81.1,Machine Learning;OS;Problem Solving;Java;Excel;SQL,1,IBM,QA Engineer,8.95
S1450,Electrical,7.33,0,0,3,3,6.0,70.7,96.0,98.2,React;Python;DSA;Communication;SQL;Java;Power BI;Excel,1,Microsoft,Software Engineer,9.33
S1451,Electrical,7.07,1,0,0,0,6.1,69.4,33.0,92.2,Machine Learning;AWS;SQL;Python;DBMS,0,,,
S1452,Mechanical,7.89,0,2,4,0,5.0,68.9,78.4,80.4,Excel;Networking;DSA;Java;OS;Problem Solving;SQL,1,Infosys,Software Engineer,8.95
S1453,Computer Science,8.23,0,1,3,3,7.9,81.2,54.1,55.8,SQL;DSA;DBMS;Communication,1,IBM,Data Analyst,8.75
S1454,Civil,7.55,0,0,2,1,7.2,64.0,86.2,76.1,Machine Learning;AWS;Java;Python;Power BI;DSA;OS,1,Wipro,Data Analyst,7.68
S1455,Electronics,7.2,0,1,1,0,7.2,72.3,24.9,65.6,Python;OS;Problem Solving,1,Wipro,Cloud Engineer,6.82
S1456,Electrical,7.21,0,0,2,1,7.3,86.4,52.5,88.1,OS;Python;DBMS;C++;Power BI;SQL,1,Amazon,Business Analyst,5.74
S1457,Information Technology,6.98,1,1,3,1,7.4,62.6,56.7,75.2,Machine Learning;OS;SQL;Python;React,1,Capgemini,Business Analyst,7.66
S1458,Electrical,7.91,0,0,3,2,6.5,59.3,62.6,82.4,OS;DBMS;Networking;Problem Solving;Python,1,Infosys,QA Engineer,9.16
S1459,Mechanical,6.88,0,2,2,0,5.7,75.3,57.5,91.3,DBMS;DSA;C++;Networking,1,Accenture,Software Engineer,7.96
S1460,Mechanical,6.57,1,2,1,1,6.4,73.0,62.7,91.5,Communication;OS;Networking;AWS;Problem Solving;React;Power BI;C++,1,Microsoft,QA Engineer,8.82
S1461,Information Technology,6.69,1,0,1,0,7.4,44.5,47.2,61.4,Communication;React;DSA,1,TCS,QA Engineer,5.58
S1462,Computer Science,7.43,0,2,2,1,6.1,58.2,51.1,88.9,Networking;Communication;Power BI;React;DSA;SQL,1,Infosys,Business Analyst,7.25
S1463,Electrical,6.69,0,0,3,4,8.2,74.5,51.5,75.8,Machine Learning;Networking;Power BI;Excel,0,,,
S1464,Computer Science,8.75,0,0,4,0,5.4,39.7,59.9,76.7,React;AWS;Power BI;DBMS,1,Amazon,System Engineer,7.76
S1465,Information Technology,6.29,0,2,1,1,7.3,58.3,43.8,86.8,React;Communication;Power BI;Excel,1,TechMahindra,Data Scientist,6.95
S1466,Civil,6.56,0,3,3,1,7.0,77.8,52.4,73.0,Excel;Problem Solving;Communication,1,Capgemini,System Engineer,9.21
S1467,Civil,8.46,1,2,4,0,9.1,69.6,70.6,93.3,AWS;Power BI;OS;Networking,1,Cognizant,System Engineer,10.32
S1468,Mechanical,8.09,0,1,1,1,8.3,32.1,87.6,91.0,Java;Python;DSA,1,Capgemini,Business Analyst,8.46
S1469,Computer Science,7.05,1,0,4,3,8.2,44.0,70.6,80.4,OS;Python;Communication;React;DSA;SQL;Power BI,1,TechMahindra,System Engineer,9.53
S1470,Electronics,8.38,0,0,2,1,7.1,83.8,74.2,89.8,Python;SQL;React,1,TechMahindra,System Engineer,9.01
S1471,Computer Science,7.48,0,3,2,0,7.5,63.1,74.4,78.9,AWS;Communication;Java;Problem Solving;C++;DBMS;Power BI,1,Amazon,QA Engineer,8.73
S1472,Electronics,7.09,0,0,3,1,6.0,84.6,22.7,74.4,SQL;Excel;DBMS;C++,1,Google,Data Scientist,7.31
S1473,Information Technology,7.4,0,1,3,0,7.2,62.8,70.2,95.1,Networking;Excel;React;Communication;DSA;Power BI;SQL;DBMS,1,Cognizant,QA Engineer,8.11
S1474,Information Technology,7.0,0,1,2,0,5.6,28.9,65.6,96.3,Excel;Python;Problem Solving;React,1,Microsoft,Software Engineer,7.8
S1475,Information Technology,6.54,0,0,2,0,7.8,45.9,78.9,85.9,Communication;Power BI;React;DSA;C++;AWS;Java,1,Google,System Engineer,6.46
S1476,Electronics,7.01,3,1,3,0,6.0,65.3,74.2,83.0,Java;DSA;Communication;Power BI;SQL;Problem Solving;Excel;OS,1,TCS,QA Engineer,6.53
S1477,Information Technology,9.14,2,1,0,1,3.3,39.9,27.1,90.4,Excel;Java;Communication;Machine Learning,0,,,
S1478,Computer Science,8.46,0,0,4,1,6.8,68.5,76.2,78.2,Python;Problem Solving;DBMS;OS;Power BI;SQL;C++;Excel,1,Microsoft,Data Scientist,9.11
S1479,Civil,9.27,0,2,1,1,5.8,87.6,50.6,81.9,Java;AWS;OS;React;C++;DSA,1,Wipro,Support Engineer,8.52
S1480,Computer Science,8.31,0,2,1,1,6.5,60.1,73.3,83.0,Machine Learning;Python;Communication,1,Cognizant,Data Analyst,8.0
S1481,Computer Science,7.18,1,1,1,1,6.2,67.1,64.1,84.5,SQL;DBMS;Problem Solving;Excel;Java,1,Deloitte,Data Analyst,7.4
S1482,Electronics,6.24,2,2,1,4,6.5,70.0,86.6,74.1,React;OS;Excel;Python;DBMS;SQL;C++,1,Wipro,Software Engineer,8.43
S1483,Computer Science,5.74,0,2,0,3,7.1,66.3,47.2,67.4,DSA;Problem Solving;DBMS;Excel;Networking,0,,,
S1484,Electrical,6.66,0,1,2,0,5.0,52.5,65.6,83.0,Networking;Machine Learning;C++;AWS;Excel;DSA;Java;Python,1,Microsoft,Support Engineer,6.55
S1485,Information Technology,7.36,1,2,3,5,6.9,49.6,64.4,74.0,Communication;Python;DBMS,1,Infosys,QA Engineer,9.74
S1486,Electrical,6.04,2,1,2,2,4.9,58.5,55.4,81.4,React;OS;DSA;Java;Python;Power BI;SQL;Machine Learning,0,,,
S1487,Computer Science,6.71,0,1,0,0,7.7,73.8,72.0,79.3,AWS;Java;Machine Learning;DBMS;OS;C++,0,,,
S1488,Electrical,7.42,1,2,2,0,7.5,75.9,47.5,76.7,Java;C++;Networking;DBMS;SQL,0,,,
S1489,Electronics,6.92,1,1,4,1,8.3,63.1,56.2,88.0,Communication;SQL;OS;Python;Machine Learning;Power BI,1,Google,QA Engineer,8.1
S1490,Information Technology,6.2,1,3,1,1,7.4,67.1,100.0,80.5,React;Python;SQL;Excel;C++,1,Infosys,Data Analyst,7.75
S1491,Electrical,9.6,0,2,3,1,7.7,53.5,39.7,84.5,Power BI;Networking;DBMS;React;DSA,1,Deloitte,Software Engineer,9.52
S1492,Mechanical,8.53,0,1,2,1,5.4,68.3,52.0,80.4,DBMS;Networking;C++;OS;React;DSA;Excel,1,Cognizant,Data Analyst,8.89
S1493,Mechanical,8.19,2,2,0,1,7.1,55.5,59.3,86.4,Python;Networking;React;AWS;Power BI;C++;SQL;Java,1,Google,System Engineer,8.15
S1494,Information Technology,6.5,1,2,1,0,4.7,69.0,57.2,90.0,Power BI;DSA;SQL;Python,0,,,
S1495,Mechanical,9.49,0,2,2,0,7.0,48.8,56.8,85.2,C++;DBMS;DSA,1,IBM,System Engineer,9.51
S1496,Civil,8.03,0,0,3,0,6.8,30.1,49.7,84.7,Communication;Excel;Power BI;Java;AWS,1,Microsoft,Cloud Engineer,9.38
S1497,Civil,6.33,1,0,3,2,5.3,61.1,65.5,98.5,AWS;Machine Learning;Networking;OS;Python,0,,,
S1498,Electrical,7.91,0,0,2,2,6.4,60.5,69.2,89.0,React;Networking;Power BI;DBMS;Java;Excel;SQL,1,Wipro,Data Analyst,7.98
S1499,Computer Science,8.04,0,2,1,0,7.4,58.0,33.3,75.5,Power BI;Java;Problem Solving;Machine Learning;Networking;Communication;DBMS,1,Cognizant,Cloud Engineer,7.22
S1500,Electrical,7.85,0,0,3,2,4.4,55.1,68.3,79.1,React;Problem Solving;OS;Python;SQL;Machine Learning,1,Microsoft,System Engineer,7.81
S1501,Civil,6.1,0,1,3,0,7.8,58.9,74.1,70.2,C++;Excel;DBMS;Python;Power BI;Communication;DSA,1,TCS,Support Engineer,6.21
S1502,Electronics,7.91,1,1,3,1,5.3,55.9,76.4,94.6,Python;Communication;Power BI;Machine Learning;Excel,1,Cognizant,Support Engineer,9.17
S1503,Electrical,6.95,1,3,2,2,4.2,76.5,42.4,84.3,Java;AWS;DSA;SQL;Machine Learning;OS;Communication;C++,1,TechMahindra,Cloud Engineer,8.66
S1504,Civil,7.18,0,0,3,0,5.6,60.9,82.2,75.6,Java;DSA;OS;AWS;DBMS;Power BI;Networking;Communication,1,TCS,System Engineer,7.62
S1505,Computer Science,7.14,0,3,1,0,8.7,74.8,61.7,83.4,Excel;Networking;DBMS;SQL;AWS,1,Capgemini,Software Engineer,7.68
S1506,Information Technology,7.48,0,0,4,1,6.8,37.8,69.7,91.8,Problem Solving;AWS;DSA;Python,1,Accenture,Software Engineer,7.97
S1507,Mechanical,6.61,0,0,3,2,6.1,59.8,73.9,73.6,Problem Solving;Communication;Excel,1,Accenture,QA Engineer,7.58
S1508,Electronics,8.2,0,3,0,1,5.5,35.0,60.6,86.9,Networking;DBMS;C++;Java;Power BI;Python,0,,,
S1509,Information Technology,7.64,1,2,2,1,4.5,51.4,27.5,79.8,OS;React;Problem Solving;SQL;Power BI,1,Capgemini,Data Scientist,7.6
S1510,Electronics,7.04,0,0,1,0,3.4,45.6,71.6,88.4,AWS;Machine Learning;Excel;Power BI,0,,,
S1511,Computer Science,6.18,0,0,0,2,5.2,71.5,73.3,100.0,Python;DBMS;Problem Solving;SQL;React,0,,,
S1512,Information Technology,5.28,2,0,3,0,7.7,48.9,72.4,80.8,C++;DSA;Problem Solving;AWS,0,,,
S1513,Electronics,8.06,1,0,2,1,6.8,59.7,36.6,99.4,DBMS;Networking;Python;C++;Power BI;OS;SQL;AWS,1,Capgemini,Software Engineer,6.66
S1514,Information Technology,7.39,0,0,2,0,7.0,68.6,73.2,66.9,React;Power BI;Machine Learning;Excel;C++,1,Cognizant,Cloud Engineer,7.4
S1515,Mechanical,7.58,2,1,0,1,5.0,61.9,80.1,77.8,OS;Machine Learning;DSA;Problem Solving;AWS,1,IBM,Cloud Engineer,7.46
S1516,Civil,8.09,0,0,2,2,5.7,50.3,52.9,57.4,Python;Networking;C++,0,,,
S1517,Electronics,8.0,1,1,2,2,5.7,38.4,47.7,77.1,C++;React;AWS;Machine Learning;Excel;Java;OS,1,Infosys,Data Scientist,7.57
S1518,Electronics,8.01,0,0,3,2,5.8,50.7,52.5,73.0,Communication;AWS;Machine Learning;Power BI;C++;Excel;DSA;SQL,0,,,
S1519,Civil,6.09,1,0,1,2,9.3,90.6,40.1,89.8,Problem Solving;Python;Power BI;React,1,Microsoft,Data Scientist,6.42
S1520,Electrical,7.16,0,3,2,1,5.6,35.5,59.6,84.3,Excel;Python;C++;OS,1,Cognizant,QA Engineer,8.94
S1521,Mechanical,7.38,0,0,1,1,6.0,62.5,89.5,80.5,DBMS;Excel;Python;React;AWS;DSA,1,Amazon,Business Analyst,7.47
S1522,Electrical,7.86,0,2,4,1,3.8,67.0,67.7,76.3,C++;Power BI;OS;Problem Solving;Communication;Networking;Machine Learning,1,Wipro,System Engineer,9.35
S1523,Electronics,8.57,0,0,2,0,5.1,83.1,19.6,94.7,OS;SQL;Excel,0,,,
S1524,Electronics,6.93,0,0,1,4,5.3,27.0,55.9,80.9,Power BI;Networking;Problem Solving;SQL;C++;Communication;Java;DSA,0,,,
S1525,Electronics,8.92,1,0,2,0,8.0,71.6,52.5,76.5,Excel;AWS;Machine Learning;DBMS,1,Amazon,Data Scientist,8.91
S1526,Electronics,6.63,0,2,1,0,5.9,81.8,60.2,80.6,Machine Learning;OS;Java;AWS;Python;React;Power BI,1,Google,Business Analyst,7.1
S1527,Civil,7.6,1,3,3,1,9.1,49.2,53.6,72.1,AWS;C++;DBMS,1,Deloitte,QA Engineer,9.93
S1528,Mechanical,6.1,1,0,2,2,9.8,89.6,38.7,93.6,AWS;Problem Solving;SQL,1,Wipro,Business Analyst,5.42
S1529,Electronics,7.24,1,1,4,1,4.8,68.1,55.3,85.2,React;OS;SQL;Communication;Power BI;Java,0,,,
S1530,Mechanical,7.07,2,1,3,1,6.2,66.4,38.1,81.9,C++;SQL;Communication;Problem Solving;Python,0,,,
S1531,Computer Science,6.42,0,0,2,0,4.1,93.5,78.4,95.1,Machine Learning;DSA;Power BI;SQL;React;Excel,1,Google,Data Analyst,6.68
S1532,Information Technology,6.96,0,1,0,2,8.9,68.4,69.0,79.3,DBMS;C++;Problem Solving;Power BI;Excel;OS;AWS,1,TCS,Software Engineer,6.71
S1533,Civil,7.67,0,0,4,1,6.4,72.3,54.1,95.0,Excel;Communication;Python;AWS,0,,,
S1534,Civil,6.74,0,0,2,2,7.7,91.5,78.7,82.7,Python;C++;Problem Solving;AWS,1,TechMahindra,Business Analyst,6.77
S1535,Information Technology,7.27,0,0,4,0,9.6,58.2,59.1,72.0,Problem Solving;Communication;Machine Learning;SQL;Java;DBMS;Networking;Power BI,1,Wipro,Data Analyst,7.62
S1536,Computer Science,8.16,0,0,4,0,5.8,78.0,62.7,84.4,Machine Learning;OS;Excel;Networking;React,1,Deloitte,Data Scientist,8.12
S1537,Mechanical,5.98,0,2,1,2,6.9,84.8,25.3,78.8,SQL;Communication;OS;AWS;DSA;Problem Solving;DBMS;Python,1,Accenture,Business Analyst,6.02
S1538,Electrical,8.71,0,1,3,0,6.6,81.9,44.2,75.6,DSA;Excel;Python;React,1,Deloitte,System Engineer,8.56
S1539,Computer Science,8.09,0,0,2,2,4.6,65.1,84.9,78.4,Excel;C++;Power BI;Python;DBMS,1,IBM,QA Engineer,7.54
S1540,Civil,8.5,0,1,2,1,7.4,58.0,40.5,83.0,Python;React;Problem Solving;C++;Java;Power BI;AWS,1,TechMahindra,Data Analyst,7.84
S1541,Mechanical,6.99,0,0,4,0,6.0,42.6,82.6,78.0,DBMS;Java;Networking;Machine Learning;OS;SQL,1,Accenture,Software Engineer,7.32
S1542,Electronics,6.62,0,0,2,5,6.2,53.8,58.1,86.9,C++;Java;Problem Solving;Networking;Machine Learning;React,1,Capgemini,System Engineer,7.12
S1543,Mechanical,7.23,0,0,2,3,6.9,49.5,75.4,85.2,Networking;Excel;React,1,Infosys,QA Engineer,8.08
S1544,Computer Science,7.59,1,0,4,1,6.2,90.8,46.2,77.2,OS;DSA;React,1,Accenture,QA Engineer,7.51
S1545,Civil,5.14,0,0,4,1,8.2,62.1,49.7,79.8,Communication;Excel;DBMS;Machine Learning,0,,,
S1546,Information Technology,8.46,0,0,2,0,9.5,100.0,65.0,82.9,Networking;OS;DSA,1,TechMahindra,Support Engineer,7.98
S1547,Electronics,6.95,0,1,1,1,7.1,31.0,56.2,74.8,Python;Problem Solving;C++;Java,1,Infosys,Support Engineer,7.23
S1548,Information Technology,7.81,0,3,3,0,6.3,65.4,69.3,74.1,Power BI;Networking;Java,1,TechMahindra,Data Analyst,8.77
S1549,Electronics,6.64,2,0,2,2,9.6,56.4,48.9,75.7,DSA;OS;Machine Learning;Power BI;AWS;Python;Java;SQL,0,,,
S1550,Computer Science,7.84,0,2,4,1,8.0,45.9,72.2,82.4,Communication;Power BI;C++;Problem Solving;DBMS,1,TechMahindra,Data Analyst,9.59
S1551,Computer Science,9.05,0,0,2,3,6.8,56.1,37.4,83.3,Python;AWS;SQL,1,IBM,System Engineer,8.92
